PRICE,BEDS,BATH,PROPERTYSQFT,TYPE_Condo for sale,TYPE_House for sale,TYPE_Land for sale,TYPE_Multi-family home for sale,TYPE_Townhouse for sale,SUBLOCALITY_Kings County,SUBLOCALITY_Manhattan,SUBLOCALITY_New York,SUBLOCALITY_Queens,SUBLOCALITY_Richmond County,SUBLOCALITY_Staten Island,SUBLOCALITY_The Bronx
472000,1,1.0,700.0,True,False,False,False,False,False,False,False,True,False,False,False
549000,1,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
3995000,3,2.3738608579684373,12200.0,False,False,False,True,False,False,False,False,False,True,False,False
472000,1,1.0,700.0,True,False,False,False,False,False,False,False,True,False,False,False
598000,3,2.0,1144.0,False,True,False,False,False,False,False,False,False,False,False,True
1085000,5,3.0,1200.0,False,True,False,False,False,True,False,False,False,False,False,False
680000,3,2.0,1535.0,False,False,False,True,False,True,False,False,False,False,False,False
200000,1,2.3738608579684373,637.0,True,False,False,False,False,False,False,False,False,False,False,True
210000,2,1.0,1000.0,False,False,False,False,False,False,False,False,True,False,False,False
525000,2,2.0,996.0,False,False,False,False,True,False,False,False,False,True,False,False
999000,5,3.0,2184.207862,False,False,False,True,False,True,False,False,False,False,False,False
1799000,3,1.0,5400.0,False,False,False,True,False,False,False,False,False,False,True,False
1900000,9,5.0,5000.0,False,False,False,False,True,False,False,True,False,False,False,False
519000,3,2.0,1200.0,False,True,False,False,False,False,False,False,True,False,False,False
728900,4,1.0,960.0,False,True,False,False,False,False,False,False,False,True,False,False
549000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
299999,2,2.0,1300.0,False,False,False,False,False,False,False,False,True,False,False,False
1195000,2,2.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
200000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
299999,2,2.0,1300.0,False,False,False,False,False,False,False,False,True,False,False,False
599000,2,2.0,1095.0,True,False,False,False,False,False,False,False,False,False,False,False
1775000,2,2.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
1059000,6,3.0,2184.207862,False,False,False,True,False,True,False,False,False,False,False,False
1288888,3,4.0,1672.0,False,True,False,False,False,False,False,False,False,True,False,False
1299999,8,4.0,3448.0,False,False,False,True,False,True,False,False,False,False,False,False
1399999,3,2.0,2700.0,False,True,False,False,False,False,False,False,False,True,False,False
725000,3,2.0,2410.0,False,True,False,False,False,False,False,False,False,False,False,True
232500,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
250000,3,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
639000,2,2.0,862.0,False,True,False,False,False,True,False,False,False,False,False,False
950000,4,4.0,2060.0,False,True,False,False,False,False,False,False,True,False,False,False
12500000,3,2.0,4000.0,True,False,False,False,False,False,False,True,False,False,False,False
430000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
299000,3,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
279000,3,1.0,1400.0,False,False,False,False,False,False,False,False,False,False,False,True
1725000,3,2.0,1508.0,False,True,False,False,False,True,False,False,False,False,False,False
1698000,4,4.0,3620.0,False,False,False,True,False,False,False,False,False,True,False,False
438000,2,2.0,1354.0,False,True,False,False,False,False,False,False,False,True,False,False
100000,3,1.0,512.0,False,False,False,False,False,False,False,False,True,False,False,False
299000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
625000,2,2.0,995.0,True,False,False,False,False,False,False,False,True,False,False,False
350000,3,2.3738608579684373,1520.0,False,True,False,False,False,True,False,False,False,False,False,False
699999,3,2.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
529000,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
23000000,5,6.0,7058.0,False,False,False,False,True,False,False,True,False,False,False,False
599000,3,2.0,1208.0,False,True,False,False,False,False,False,False,True,False,False,False
279900,1,1.0,900.0,False,False,False,False,False,False,False,False,False,False,False,True
165000,1,1.0,875.0,False,False,False,False,False,False,False,False,False,False,False,True
270000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
625000,2,1.0,825.0,True,False,False,False,False,False,False,False,True,False,False,False
279900,1,1.0,900.0,False,False,False,False,False,False,False,False,False,False,False,True
23000000,5,6.0,7058.0,False,False,False,False,True,False,False,True,False,False,False,False
580000,5,2.0,1780.0,False,False,False,True,False,True,False,False,False,False,False,False
979000,3,2.0,1272.0,True,False,False,False,False,False,False,False,False,False,False,False
269000,2,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
1700000,3,4.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
499000,2,2.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
1699888,3,3.0,2275.0,False,True,False,False,False,False,False,False,True,False,False,False
3100000,6,4.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
499000,4,2.0,1752.0,False,True,False,False,False,False,False,False,False,False,False,True
1250000,6,2.3738608579684373,3312.0,False,False,False,True,False,False,False,False,True,False,False,False
245000,2,1.0,900.0,False,False,False,False,False,False,False,False,False,False,False,False
5800000,7,5.0,6360.0,False,False,False,False,True,True,False,False,False,False,False,False
2350000,5,4.0,4270.0,False,True,False,False,False,False,False,False,False,True,False,False
425000,3,1.0,450.0,False,False,False,False,False,False,False,True,False,False,False,False
799000,3,2.0,2340.0,False,True,False,False,False,False,False,False,False,True,False,False
725000,4,2.0,1700.0,False,False,False,True,False,True,False,False,False,False,False,False
3695000,2,2.0,1697.0,False,False,False,False,False,False,False,True,False,False,False,False
1499999,5,3.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
1250000,4,3.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
1199000,4,1.0,1840.0,False,True,False,False,False,True,False,False,False,False,False,False
28000000,4,4.0,5000.0,True,False,False,False,False,False,False,True,False,False,False,False
719000,3,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
169000,3,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
99000,1,1.0,850.0,False,False,False,False,False,False,False,False,False,False,False,True
399000,3,2.3738608579684373,1601.0,False,True,False,False,False,False,False,False,True,False,False,False
1300000,2,2.0,1140.0,True,False,False,False,False,False,False,True,False,False,False,False
888000,5,4.0,2184.207862,False,False,False,True,False,True,False,False,False,False,False,False
1308888,4,3.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
1265000,3,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
558000,1,1.0,751.0,True,False,False,False,False,False,False,False,False,False,False,False
1280000,4,2.0,2340.0,False,True,False,False,False,False,False,False,True,False,False,False
399900,2,2.0,853.0,True,False,False,False,False,False,False,False,False,False,True,False
499900,3,1.0,1040.0,False,True,False,False,False,False,False,False,False,True,False,False
2489000,4,4.0,2334.0,False,False,False,True,False,True,False,False,False,False,False,False
255500,1,1.0,950.0,True,False,False,False,False,False,False,False,False,False,True,False
30000000,5,2.3738608579684373,6000.0,False,True,False,False,False,False,False,True,False,False,False,False
395000,3,1.0,2184.207862,True,False,False,False,False,False,False,True,False,False,False,False
1090000,5,3.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
471300,4,2.0,2175.0,False,False,False,True,False,True,False,False,False,False,False,False
9450000,2,3.0,3918.0,True,False,False,False,False,False,False,True,False,False,False,False
1089000,4,2.0,1720.0,False,True,False,False,False,True,False,False,False,False,False,False
220000,1,1.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False
295000,2,1.0,950.0,False,False,False,False,False,False,False,False,True,False,False,False
1375000,5,4.0,2704.0,False,True,False,False,False,False,False,False,False,True,False,False
399000,2,2.0,1050.0,False,False,False,False,False,False,False,False,False,False,False,False
219999,2,1.0,800.0,False,False,False,False,False,False,False,False,False,False,False,True
129000,3,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
329000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
639000,4,2.0,1856.0,False,True,False,False,False,False,False,False,False,True,False,False
499999,3,2.0,1763.0,False,True,False,False,False,False,False,False,False,True,False,False
560000,2,2.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
1268000,3,2.0,1513.0,False,False,False,False,True,False,False,False,True,False,False,False
1899000,7,4.0,2800.0,False,True,False,False,False,True,False,False,False,False,False,False
129000,3,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
888000,3,2.0,1600.0,False,False,False,False,False,False,False,False,True,False,False,False
2900000,5,2.3738608579684373,6707.0,False,True,False,False,False,False,False,False,False,True,False,False
1250000,4,2.3738608579684373,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
1078000,3,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
3200000,4,4.0,2950.0,False,True,False,False,False,True,False,False,False,False,False,False
555555,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
293900,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
1175000,3,2.0,1192.0,False,True,False,False,False,True,False,False,False,False,False,False
160000,3,2.3738608579684373,2184.207862,False,False,True,False,False,False,False,False,True,False,False,False
1448000,5,4.0,2000.0,False,True,False,False,False,False,False,False,True,False,False,False
2950000,6,5.0,5436.0,False,True,False,False,False,True,False,False,False,False,False,False
150000,3,1.0,600.0,False,False,False,False,False,False,False,False,True,False,False,False
354900,2,1.0,673.0,True,False,False,False,False,False,False,False,False,False,False,False
580000,2,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
969000,3,2.0,1776.0,False,True,False,False,False,False,False,False,True,False,False,False
530000,1,1.0,538.0,True,False,False,False,False,True,False,False,False,False,False,False
3900000,5,6.0,7723.0,False,True,False,False,False,False,False,False,True,False,False,False
624999,3,2.0,2184.207862,True,False,False,False,False,False,False,False,False,False,False,False
551000,3,2.3738608579684373,2184.207862,False,True,False,False,False,True,False,False,False,False,False,False
450000,3,2.3738608579684373,1122.0,False,True,False,False,False,False,False,False,False,False,False,True
475000,2,1.0,1296.0,True,False,False,False,False,False,False,False,False,True,False,False
995000,3,2.0,2184.207862,True,False,False,False,False,False,False,True,False,False,False,False
650000,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
250000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
125000,3,1.0,600.0,False,False,False,False,False,False,False,False,False,False,False,True
2200000,3,3.0,2195.0,False,False,False,False,False,False,False,True,False,False,False,False
925000,2,1.0,2184.207862,True,False,False,False,False,False,False,True,False,False,False,False
639000,3,2.0,2184.207862,False,True,False,False,False,True,False,False,False,False,False,False
215000,3,2.3738608579684373,1509.0,False,True,False,False,False,False,False,False,True,False,False,False
2050000,6,6.0,5600.0,False,True,False,False,False,False,False,False,False,True,False,False
279000,2,2.0,1050.0,False,False,False,False,False,False,False,False,False,False,False,True
785000,2,2.0,968.0,True,False,False,False,False,False,False,False,False,False,False,False
669000,3,2.0,1312.0,False,True,False,False,False,False,False,False,False,True,False,False
3650000,4,4.0,2880.0,False,False,False,True,False,True,False,False,False,False,False,False
6700000,4,4.0,3740.0,False,False,False,False,True,False,False,True,False,False,False,False
681000,6,3.0,2184.207862,False,False,False,True,False,True,False,False,False,False,False,False
530000,2,2.0,1672.0,False,False,False,True,False,False,False,False,False,True,False,False
1700000,2,2.0,1580.0,True,False,False,False,False,False,False,False,False,False,False,False
339000,1,1.0,1085.0,False,False,False,False,False,False,False,False,False,False,False,False
800000,3,2.0,1224.0,False,True,False,False,False,True,False,False,False,False,False,False
189000,1,1.0,700.0,False,False,False,False,False,False,False,False,False,False,False,True
48000000,5,2.3738608579684373,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
4995000,2,2.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
999999,2,2.0,1198.0,False,True,False,False,False,False,False,True,False,False,False,False
575000,3,2.0,877.0,True,False,False,False,False,False,False,False,True,False,False,False
385000,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
7950000,4,2.0,3397.0,False,False,False,False,True,False,False,True,False,False,False,False
175000,3,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
915999,5,3.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
40000000,5,6.0,7488.0,True,False,False,False,False,False,False,True,False,False,False,False
175000,1,1.0,800.0,False,False,False,False,False,False,False,False,False,False,False,True
729000,4,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
5995000,6,4.0,4000.0,False,False,False,False,True,True,False,False,False,False,False,False
480000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
4200000,5,4.0,4480.0,False,True,False,False,False,False,False,True,False,False,False,False
1198000,4,2.0,2184.207862,False,False,False,False,True,False,False,False,True,False,False,False
1848000,6,2.3738608579684373,3676.0,False,True,False,False,False,True,False,False,False,False,False,False
285000,1,1.0,750.0,False,False,False,False,False,False,False,False,False,False,False,False
849000,5,3.0,2460.0,False,False,False,True,False,False,False,False,True,False,False,False
549000,3,2.0,1250.0,False,True,False,False,False,False,False,False,False,False,False,True
729000,2,2.0,1700.0,False,False,False,False,False,False,False,False,True,False,False,False
199999,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
4900000,8,2.3738608579684373,9000.0,False,True,False,False,False,False,False,False,False,False,False,True
600000,4,2.0,1728.0,False,False,False,True,False,False,False,False,False,False,False,True
599000,3,1.0,1340.0,False,True,False,False,False,False,False,False,True,False,False,False
599000,5,2.0,2268.0,False,False,False,True,False,True,False,False,False,False,False,False
725000,3,2.0,1185.0,True,False,False,False,False,False,False,False,False,False,False,False
1295000,3,2.0,2600.0,False,False,False,True,False,True,False,False,False,False,False,False
798888,3,2.0,1500.0,False,False,False,True,False,False,False,False,False,True,False,False
529000,3,1.0,1800.0,False,True,False,False,False,False,False,False,True,False,False,False
999998,3,2.3738608579684373,2400.0,False,False,False,True,False,False,False,False,False,True,False,False
319000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
245000,3,1.0,260.0,False,False,False,False,False,False,False,True,False,False,False,False
1249000,5,3.0,1548.0,False,False,False,True,False,True,False,False,False,False,False,False
455000,2,1.0,939.0,True,False,False,False,False,False,False,False,False,False,True,False
319000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
999900,4,2.0,2024.0,False,False,False,True,False,True,False,False,False,False,False,False
395000,2,1.0,666.0,False,True,False,False,False,False,False,False,False,True,False,False
620000,1,1.0,430.0,True,False,False,False,False,False,False,True,False,False,False,False
1295000,4,2.3738608579684373,3264.0,False,False,False,True,False,False,False,False,False,True,False,False
849000,3,2.0,1241.0,True,False,False,False,False,False,False,False,False,False,False,False
8995000,5,4.0,5500.0,False,False,False,False,False,False,False,True,False,False,False,False
650000,3,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
2995000,2,2.0,1452.0,True,False,False,False,False,False,False,True,False,False,False,False
495000,2,1.0,800.0,True,False,False,False,False,False,False,False,True,False,False,False
675000,3,2.0,1222.0,False,True,False,False,False,False,False,False,False,True,False,False
999000,3,1.0,600.0,True,False,False,False,False,False,False,True,False,False,False,False
2250000,2,2.0,1334.0,True,False,False,False,False,True,False,False,False,False,False,False
1299000,9,4.0,3720.0,False,False,False,True,False,False,False,False,False,False,False,True
649999,3,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
10995000,7,6.0,9000.0,False,False,False,False,True,False,False,True,False,False,False,False
2050000,5,4.0,3000.0,False,False,False,False,True,True,False,False,False,False,False,False
1075000,6,2.0,2200.0,False,True,False,False,False,True,False,False,False,False,False,False
174000,1,1.0,800.0,False,False,False,False,False,False,False,False,False,False,False,False
1193000,2,2.0,1518.0,False,True,False,False,False,False,False,False,False,True,False,False
4995000,4,4.0,2184.207862,False,True,False,False,False,True,False,False,False,False,False,False
12500000,9,2.3738608579684373,10500.0,False,False,False,False,True,False,False,True,False,False,False,False
898000,5,4.0,2828.0,False,True,False,False,False,True,False,False,False,False,False,False
1288000,5,3.0,1500.0,False,False,False,True,False,False,False,False,True,False,False,False
1749999,4,4.0,2600.0,False,True,False,False,False,False,False,False,False,True,False,False
575000,2,2.0,1253.0,True,False,False,False,False,False,False,False,True,False,False,False
5100000,4,2.0,2183.0,True,False,False,False,False,False,False,True,False,False,False,False
2000000,1,2.0,1321.0,True,False,False,False,False,False,False,True,False,False,False,False
170000,2,1.0,850.0,False,False,False,False,False,False,False,False,False,False,False,True
1295000,2,2.0,2100.0,False,False,False,False,False,False,False,False,False,False,False,False
749000,3,2.0,1332.0,False,True,False,False,False,False,False,False,False,True,False,False
1848000,3,4.0,3640.0,False,False,False,True,False,True,False,False,False,False,False,False
465000,2,2.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
298999,2,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
209900,1,1.0,780.0,False,False,False,False,False,False,False,False,False,False,False,False
539000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
2975000,3,2.0,2184.207862,False,True,False,False,False,True,False,False,False,False,False,False
2099000,6,5.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
199900,1,1.0,925.0,False,False,False,False,False,False,False,False,False,False,False,True
789000,2,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
919000,3,2.0,1565.0,False,True,False,False,False,True,False,False,False,False,False,False
815599,3,2.0,2184.207862,False,True,False,False,False,True,False,False,False,False,False,False
1050000,4,4.0,3305.0,False,False,False,True,False,False,False,False,False,True,False,False
289999,1,1.0,830.0,False,False,False,False,False,False,False,False,False,False,False,True
4050000,4,3.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
7750000,3,2.3738608579684373,3375.0,False,False,False,False,True,True,False,False,False,False,False,False
1998000,6,3.0,3192.0,False,False,False,True,False,True,False,False,False,False,False,False
1250000,3,2.0,1281.0,True,False,False,False,False,False,False,True,False,False,False,False
680000,2,2.0,1058.0,True,False,False,False,False,False,False,False,True,False,False,False
1299000,4,2.0,2184.207862,False,True,False,False,False,True,False,False,False,False,False,False
899000,4,2.3738608579684373,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
845000,3,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
2098000,5,4.0,1200.0,False,True,False,False,False,False,False,False,True,False,False,False
899000,2,2.0,1300.0,False,False,False,False,False,False,False,False,False,False,False,False
758888,3,1.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
650000,2,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
169000,1,1.0,850.0,False,False,False,False,False,False,False,False,True,False,False,False
1350000,5,3.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
695000,2,2.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
1499000,5,2.0,2280.0,False,False,False,True,False,True,False,False,False,False,False,False
169000,1,1.0,850.0,False,False,False,False,False,False,False,False,True,False,False,False
445000,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
499000,3,2.0,1400.0,False,False,False,False,True,False,False,False,False,True,False,False
449000,3,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
649000,4,2.0,1120.0,False,True,False,False,False,False,False,False,False,True,False,False
335000,1,1.0,756.0,False,False,False,False,False,False,False,False,False,False,False,False
838000,8,4.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
1495000,2,2.0,1098.0,True,False,False,False,False,False,False,False,False,False,False,False
980000,4,4.0,3068.0,False,False,False,True,False,False,False,False,False,False,False,True
688000,3,2.0,1344.0,False,True,False,False,False,True,False,False,False,False,False,False
679000,6,3.0,2184.207862,False,False,False,True,False,True,False,False,False,False,False,False
375000,1,1.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False
848724,2,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
1595000,3,8.0,2184.207862,False,False,False,False,True,False,False,True,False,False,False,False
568000,2,2.0,1253.0,True,False,False,False,False,False,False,False,True,False,False,False
1153000,4,2.3738608579684373,3980.0,False,False,False,True,False,False,False,False,False,True,False,False
349000,1,1.0,800.0,False,False,False,False,False,True,False,False,False,False,False,False
2999990,5,6.0,3600.0,False,False,False,True,False,True,False,False,False,False,False,False
899000,3,2.0,1400.0,False,False,False,False,True,False,False,False,True,False,False,False
169000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
449999,4,3.0,1217.0,False,True,False,False,False,False,False,False,False,True,False,False
495000,3,2.0,1280.0,False,False,False,False,True,False,False,False,False,True,False,False
749000,4,3.0,2150.0,False,True,False,False,False,False,False,False,False,True,False,False
875000,4,3.0,2129.0,False,True,False,False,False,False,False,False,True,False,False,False
849000,2,1.0,720.0,True,False,False,False,False,False,False,True,False,False,False,False
335000,3,2.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
549000,3,1.0,1200.0,False,False,False,False,False,False,False,False,False,False,False,False
445000,3,2.0,1250.0,False,False,False,False,False,True,False,False,False,False,False,False
399998,4,2.0,1252.0,False,True,False,False,False,False,False,False,False,True,False,False
9500000,4,4.0,3655.0,True,False,False,False,False,False,False,False,False,False,False,False
650000,4,2.0,1482.0,False,True,False,False,False,True,False,False,False,False,False,False
880000,3,4.0,2100.0,False,True,False,False,False,False,False,False,False,True,False,False
1350000,5,3.0,2082.0,False,True,False,False,False,False,False,False,True,False,False,False
599000,2,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
225000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
220000,3,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
289000,3,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,True
1350000,5,3.0,2082.0,False,True,False,False,False,False,False,False,True,False,False,False
880000,3,4.0,2100.0,False,True,False,False,False,False,False,False,False,True,False,False
719999,3,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
1100000,2,1.0,807.0,True,False,False,False,False,False,False,False,False,False,False,False
259000,2,1.0,950.0,False,False,False,False,False,False,False,False,False,False,False,True
1699999,6,3.0,2754.0,False,False,False,True,False,True,False,False,False,False,False,False
669000,4,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
3400000,6,6.0,6290.0,False,True,False,False,False,False,False,False,False,False,False,True
549000,3,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
250000,3,2.3738608579684373,2184.207862,False,False,True,False,False,False,False,False,False,False,False,True
299000,3,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
1288000,5,2.3738608579684373,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
3345000,2,2.0,1875.0,True,False,False,False,False,False,False,True,False,False,False,False
1198000,6,5.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
897888,3,2.0,1260.0,False,True,False,False,False,False,False,False,True,False,False,False
575000,4,2.0,1604.0,False,True,False,False,False,True,False,False,False,False,False,False
230000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
775000,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
250000,3,2.3738608579684373,2184.207862,False,False,True,False,False,False,False,False,False,False,False,True
3345000,2,2.0,1875.0,True,False,False,False,False,False,False,True,False,False,False,False
3400000,6,6.0,6290.0,False,True,False,False,False,False,False,False,False,False,False,True
575000,4,2.0,1604.0,False,True,False,False,False,True,False,False,False,False,False,False
897888,3,2.0,1260.0,False,True,False,False,False,False,False,False,True,False,False,False
1198000,6,5.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
1288000,5,2.3738608579684373,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
2100000,4,3.0,3512.0,False,True,False,False,False,False,False,False,True,False,False,False
230000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
1080000,6,3.0,3600.0,False,True,False,False,False,False,False,False,False,True,False,False
378888,1,1.0,718.0,True,False,False,False,False,False,False,False,False,False,True,False
750000,3,2.0,1027.0,True,False,False,False,False,False,False,True,False,False,False,False
775000,1,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
7495000,6,4.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
698888,3,2.0,1440.0,False,True,False,False,False,False,False,False,False,True,False,False
850000,1,1.0,626.0,True,False,False,False,False,False,False,False,False,False,False,False
2999999,4,3.0,2800.0,False,False,False,False,True,True,False,False,False,False,False,False
1149999,6,3.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
2025000,2,2.0,1500.0,False,False,False,False,True,True,False,False,False,False,False,False
2695000,3,2.0,1950.0,False,False,False,False,True,True,False,False,False,False,False,False
192500,1,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,True
395000,1,1.0,550.0,False,False,False,False,False,False,False,True,False,False,False,False
1200000,7,2.3738608579684373,2184.207862,False,False,False,True,False,True,False,False,False,False,False,False
699000,2,1.0,800.0,False,False,False,False,False,False,False,True,False,False,False,False
649000,4,2.0,2184.207862,False,False,False,True,False,False,False,False,True,False,False,False
689000,3,2.0,1484.0,False,True,False,False,False,False,False,False,False,True,False,False
1895000,3,2.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
668000,2,2.0,2184.207862,True,False,False,False,False,False,False,False,True,False,False,False
2550000,3,2.0,1525.0,True,False,False,False,False,False,False,True,False,False,False,False
5500000,8,6.0,5925.0,False,False,False,False,True,False,False,True,False,False,False,False
1680000,1,1.0,3536.0,False,True,False,False,False,False,False,True,False,False,False,False
799000,1,1.0,684.0,True,False,False,False,False,False,False,True,False,False,False,False
680000,3,2.0,2200.0,False,True,False,False,False,False,False,False,False,True,False,False
1650000,1,2.0,1000.0,False,False,False,False,False,False,False,True,False,False,False,False
6750000,3,3.0,3000.0,True,False,False,False,False,False,False,True,False,False,False,False
580000,6,3.0,2940.0,False,True,False,False,False,True,False,False,False,False,False,False
700000,4,2.0,2266.0,False,False,False,False,True,True,False,False,False,False,False,False
550000,3,2.0,1410.0,False,True,False,False,False,False,False,False,False,True,False,False
315000,3,2.0,1344.0,False,False,False,False,True,False,False,False,False,True,False,False
1695000,2,2.0,1117.0,True,False,False,False,False,False,False,False,False,False,False,False
385000,2,1.0,2184.207862,False,False,False,False,False,False,False,False,False,False,False,False
2000000,5,3.0,3024.0,False,False,False,False,True,False,False,True,False,False,False,False
249999,2,1.0,750.0,False,False,False,False,False,False,False,False,False,False,False,False
749000,3,2.0,2184.207862,False,True,False,False,False,False,False,False,False,False,False,True
220000,3,2.3738608579684373,1396.0,False,True,False,False,False,True,False,False,False,False,False,False
270000,1,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
998000,4,2.0,2184.207862,False,True,False,False,False,False,False,False,True,False,False,False
799999,5,4.0,2288.0,False,True,False,False,False,False,False,False,False,True,False,False
395000,3,1.0,2184.207862,False,False,False,False,False,False,False,True,False,False,False,False
2800000,2,2.0,1188.0,True,False,False,False,False,False,False,True,False,False,False,False
329888,3,1.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
311000,1,1.0,780.0,False,False,False,False,False,False,False,False,False,False,False,False
649000,3,2.0,804.0,True,False,False,False,False,False,False,False,False,False,False,False
159000,1,1.0,800.0,False,False,False,False,False,False,False,False,False,False,False,True
1148000,3,2.0,1890.0,False,True,False,False,False,True,False,False,False,False,False,False
669000,3,2.0,1480.0,False,False,False,False,False,True,False,False,False,False,False,False
305000,1,1.0,750.0,False,False,False,False,False,False,False,False,False,False,False,False
599000,3,2.0,2184.207862,False,False,False,False,False,False,False,False,True,False,False,False
1375000,3,2.0,1960.0,False,True,False,False,False,True,False,False,False,False,False,False
339000,2,2.0,906.0,False,False,False,False,False,False,False,False,False,False,False,True
